Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I need to motor now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I need to run	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I need to run now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I need to scoot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I need to log off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am jetting now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Goodbye	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Gotta go	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am going to get going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta skedaddle	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am jetting	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Farewell	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am leaving	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am leaving now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am logging off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am logging off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am logging out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am logging out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am going to get going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Catch you on the flip side	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Adios	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Alright, I'm outta here	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Buh bye	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Bye	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Bye bye	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Bye dude	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Good bye	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Catch you later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
G2G	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Check you later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Ciao	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
CYA	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
C-ya	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Fare thee well	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am running off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Catch ya later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta motor now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am motoring	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta leave	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta leave now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta log off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta log off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta log out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta jet	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta motor	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta go now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta run	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta run now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta scoot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta scoot now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta sign off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta sign off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta log out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am skedaddling	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to jet now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am running off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am scooting	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am scooting now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am signing off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am signing off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta jet now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am signing out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am motoring now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am skedaddling now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am taking off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am taking off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta get going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta get going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I gotta go	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I am signing out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm scooting	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm out of here	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm out the door	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm outta here	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to go now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm running off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm logging out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm scooting now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm signing off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm signing off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm signing out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm signing out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm skedaddling	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm running off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm jetting now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna sign off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna sign out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna sign out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna skedaddle	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna skedaddle now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna take off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm motoring now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm jetting	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm motoring	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm leaving	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm leaving now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm logging off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm logging off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm logging out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm taking off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna take off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Signing off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm skedaddling now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you later bot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you later dude	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
see you later homie	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you later, alligator	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you around	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you!	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Taking off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Talk later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Talk to ya later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Talk to you later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Till we meet again	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Time to end this conversation	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you on the flip side	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Later bud	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna scoot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I've got to go	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I've gotta jet	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I've gotta take off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
L8r sk8r	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See you around bud	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Later bot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm taking off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Later dude	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Peace out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Sayonara	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See ya around	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See ya later	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
See ya on the flip side	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Later alligator	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to go	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to log off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to skedaddle now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to take off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to take off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to sign out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to get going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to sign out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to go now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to jet	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to jet now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to leave	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to leave now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna sign off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to get going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to motor now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Toodle-oo	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to leave	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to leave now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to log off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to log off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to log out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to skedaddle	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to motor	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to log out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to run	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to run now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to scoot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to scoot now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to sign off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to sign off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to log out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna log out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to log off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna go now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna jet	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna jet now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna leave	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna leave now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna get going now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna log off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna get going	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna log out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna motor	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna motor now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna run	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna run now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm about to jet	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna log off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to sign off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to log out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to motor	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to motor now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to run	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to run now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to scoot	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna go	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to sign off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm gonna scoot now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to sign out	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to sign out now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to skedaddle	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to skedaddle now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to take off	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to take off now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
I'm going to scoot now	Goodbye!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	57
Hey my dude	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hello	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
hello bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hello my friend	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hello there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey caring bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey friendly bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Ahoy	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey it's you!	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hail!	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey pal	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey professional bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey there bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey there buddy	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey there pal	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey homie	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings and salutations	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Ahoy there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Aloha	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Aloha bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
G'day	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Good day	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hailing the bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hailing Bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings caring bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings friend	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings friendly bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings professional bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Greetings witty bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Heya	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Good tidings	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Well hello	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey witty bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh, hello	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Open a channel	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Open a hailing channel	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Open a hailing frequency	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Salutations	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh hey, it's you	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Shalom	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh hey there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Well hey there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Well hi	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Well hi there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Well howdy	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Yo	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Yo dude	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Yo man	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Salutations!	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi witty bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Yo my dude	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey-hey	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi caring bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi friendly bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh howdy there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi there!	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hey you	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hiya	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi-ya	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Howdy	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Howdy partner	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh hello	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh hello there	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Oh hey amigo	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Hi professional bot	Hello there!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	58
Good evening bot	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Bon soir	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Buenas tardes	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Enjoy the evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Enjoy your evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
evenin	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
evenin'	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
